unique.id,reference.number,year,division,family.publication,genus.publication,binomial.publication,family.resolved,genus.resolved,binomial.resolved,growth.form,tissue,position,dead.alive,decay.class,cwd.diameter,cwd.length,tissue.c,variation.tissue.c,volatile.c,variation.volatile.c,drying.method,drying.temperature.avg,drying.duration.hrs,analytical.instrument,sample.handling,biome,biome.whittaker,region,country,latitude,longitude,latitude.r,longitude.r,mat.pub,map.pub,elev,bio.MAT,bio.MDR,bio.isothermality,bio.temp_seasonality,bio.maxtemp,bio.mintemp,bio.temp_annual_range,bio.mean_temp_wettest_quarter,bio.mean_temp_driest_quarter,bio.mean_temp_warmest_quarter,bio.mean_temp_coldest_quarter,bio.MAP,bio.prec_wettest_month,bio.prec_driest_month,bio.prec_seasonality,bio.prec_wettest_quarter,bio.prec_driest_quarter,bio.prec_warmest_quarter,bio.prec_coldest_quarter,temp.Jan,temp.Feb,temp.Mar,temp.Apr,temp.May,temp.Jun,temp.Jul,temp.Aug,temp.Sep,temp.Oct,temp.Nov,temp.Dec,prec.Jan,prec.Feb,prec.Mar,prec.Apr,prec.May,prec.Jun,prec.Jul,prec.Aug,prec.Sep,prec.Oct,prec.Nov,prec.Dec,compilation,notes
723,50,2017,gymnosperm,Pinaceae,Pinus,Pinus_tabuliformis,Pinaceae,Pinus,Pinus_tabuliformis,tree,coarseroot,standing,alive,live,NA,NA,42.2,0.9,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
724,50,2017,angiosperm,Fagaceae,Quercus,Quercus_liaotungensis,Fagaceae,Quercus,Quercus_wutaishanica,tree,branch,standing,alive,live,NA,NA,38.9,0.5,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
725,50,2017,angiosperm,Fagaceae,Quercus,Quercus_liaotungensis,Fagaceae,Quercus,Quercus_wutaishanica,tree,stem,standing,alive,live,NA,NA,41.2,0.9,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
726,50,2017,angiosperm,Fagaceae,Quercus,Quercus_liaotungensis,Fagaceae,Quercus,Quercus_wutaishanica,tree,bark,standing,alive,live,NA,NA,42.1,0.1,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
727,50,2017,angiosperm,Fagaceae,Quercus,Quercus_liaotungensis,Fagaceae,Quercus,Quercus_wutaishanica,tree,fineroot,standing,alive,live,NA,NA,41,0.3,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
728,50,2017,angiosperm,Fagaceae,Quercus,Quercus_liaotungensis,Fagaceae,Quercus,Quercus_wutaishanica,tree,coarseroot,standing,alive,live,NA,NA,39.5,0.1,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
729,50,2017,angiosperm,Fabaceae,Robinia,Robinia_pseudoacacia,Fabaceae,Robinia,Robinia_pseudoacacia,tree,branch,standing,alive,live,NA,NA,41.8,0.5,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
730,50,2017,angiosperm,Fabaceae,Robinia,Robinia_pseudoacacia,Fabaceae,Robinia,Robinia_pseudoacacia,tree,stem,standing,alive,live,NA,NA,42.7,1.1,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
731,50,2017,angiosperm,Fabaceae,Robinia,Robinia_pseudoacacia,Fabaceae,Robinia,Robinia_pseudoacacia,tree,bark,standing,alive,live,NA,NA,42.8,1.1,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
732,50,2017,angiosperm,Fabaceae,Robinia,Robinia_pseudoacacia,Fabaceae,Robinia,Robinia_pseudoacacia,tree,fineroot,standing,alive,live,NA,NA,42.6,0.4,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
733,50,2017,angiosperm,Fabaceae,Robinia,Robinia_pseudoacacia,Fabaceae,Robinia,Robinia_pseudoacacia,tree,coarseroot,standing,alive,live,NA,NA,39.5,0.5,NA,NA,conventional_drying,65,NA,dichromate_oxidation,ground,temperate,NA,Asia,China,35.48028¡N - 36.03361¡ N,109.6469¡E - 110.2131¡E,NA,NA,8.6,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE (n=3); Site MAP used
734,51,2016,angiosperm,Fabaceae,Afzelia,Afzelia_xylocarpa,Fabaceae,Afzelia,Afzelia_xylocarpa,tree,stem,standing,alive,live,NA,NA,48.22,0.58,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
735,51,2016,angiosperm,Fabaceae,Afzelia,Afzelia_xylocarpa,Fabaceae,Afzelia,Afzelia_xylocarpa,tree,branch,standing,alive,live,NA,NA,48.03,1.07,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
736,51,2016,angiosperm,Fabaceae,Afzelia,Afzelia_xylocarpa,Fabaceae,Afzelia,Afzelia_xylocarpa,tree,coarseroot,standing,alive,live,NA,NA,47.87,1.6,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
737,51,2016,angiosperm,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,tree,stem,standing,alive,live,NA,NA,48.36,0.46,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
738,51,2016,angiosperm,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,tree,branch,standing,alive,live,NA,NA,47.58,0.36,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
739,51,2016,angiosperm,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,Dipterocarpaceae,Dipterocarpus,Dipterocarpus_tuberculatus,tree,coarseroot,standing,alive,live,NA,NA,48.89,1.41,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
740,51,2016,angiosperm,Anacardiaceae,Lannea,Lannea_coromandelica,Anacardiaceae,Lannea,Lannea_coromandelica,tree,stem,standing,alive,live,NA,NA,45.58,1.07,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
741,51,2016,angiosperm,Anacardiaceae,Lannea,Lannea_coromandelica,Anacardiaceae,Lannea,Lannea_coromandelica,tree,branch,standing,alive,live,NA,NA,46.2,0.4,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
742,51,2016,angiosperm,Anacardiaceae,Lannea,Lannea_coromandelica,Anacardiaceae,Lannea,Lannea_coromandelica,tree,coarseroot,standing,alive,live,NA,NA,46.09,0.59,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
743,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_siamensis,Dipterocarpaceae,Pentacme,Pentacme_siamensis,tree,stem,standing,alive,live,NA,NA,48.08,0.41,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
744,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_siamensis,Dipterocarpaceae,Pentacme,Pentacme_siamensis,tree,branch,standing,alive,live,NA,NA,47.41,0.15,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
745,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_siamensis,Dipterocarpaceae,Pentacme,Pentacme_siamensis,tree,coarseroot,standing,alive,live,NA,NA,48.12,0.98,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
746,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_obtusa,Dipterocarpaceae,Shorea,Shorea_obtusa,tree,stem,standing,alive,live,NA,NA,49.96,0.68,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
747,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_obtusa,Dipterocarpaceae,Shorea,Shorea_obtusa,tree,branch,standing,alive,live,NA,NA,49.47,0.25,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
748,51,2016,angiosperm,Dipterocarpaceae,Shorea,Shorea_obtusa,Dipterocarpaceae,Shorea,Shorea_obtusa,tree,coarseroot,standing,alive,live,NA,NA,52.26,1.75,NA,NA,conventional_drying,80,NA,elemental_analyzer_2400_Series_II_CHNS/O_Perkin_Elmer,NA,tropical,Tropical seasonal forest/savanna,Asia,Thailand,13.58703¡N,99.50108¡E,13.58703,99.50108,27.32,887,107,27.69583321,10.125,61.36362839,139.4707184,35.90000153,19.39999962,16.50000191,27.35000038,26.46666718,29.53333282,25.95000076,969,212,5,84.99408722,505,18,195,74,26.20000076,27.89999962,29.29999924,30.20000076,29,28.10000038,27.79999924,27.70000076,27.39999962,27,26.39999962,25.29999924,5,8,25,52,118,90,97,99,194,212,64,5,Martin et al. 2018 Nature Geoscience,error in SD
749,52,2016,angiosperm,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,tree,stem,standing,alive,live,NA,NA,45.5,0.1,NA,NA,conventional_drying,70,NA,elemental_analyzer_varioMAX_CNS_Elementar,discs_ground,boreal,NA,Europe,Estonia,59.50000¡N - 58¡N,22.00000¡E - 28.00000¡E,NA,NA,5.8,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,Hybrid species; Site MAP used; 15 year old branches used; error in SE
750,52,2016,angiosperm,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,tree,bark,standing,alive,live,NA,NA,46.5,0.27,NA,NA,conventional_drying,70,NA,elemental_analyzer_varioMAX_CNS_Elementar,ground,boreal,NA,Europe,Estonia,59.50000¡N - 58¡N,22.00000¡E - 28.00000¡E,NA,NA,5.8,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,Hybrid species; Site MAP used; 15 year old branches used; error in SE
751,52,2016,angiosperm,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,tree,branch,standing,alive,live,NA,NA,46.5,0.13,NA,NA,conventional_drying,70,NA,elemental_analyzer_varioMAX_CNS_Elementar,ground,boreal,NA,Europe,Estonia,59.50000¡N - 58¡N,22.00000¡E - 28.00000¡E,NA,NA,5.8,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,Hybrid species; Site MAP used; 15 year old branches used; error in SE
752,52,2016,angiosperm,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,Salicaceae,Populus,Populus_tremula_x_Populus_tremuloides,tree,branch,standing,dead,1,not.specified,not.specified,46.5,0.23,NA,NA,conventional_drying,70,NA,elemental_analyzer_varioMAX_CNS_Elementar,ground,boreal,NA,Europe,Estonia,59.50000¡N - 58¡N,22.00000¡E - 28.00000¡E,NA,NA,5.8,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2021 Nature Communications,Hybrid species; Site MAP used; 15 year old branches used; error in SE
753,53,2015,angiosperm,Betulaceae,Betula,Betula_platyphylla,Betulaceae,Betula,Betula_platyphylla,tree,stem,standing,alive,live,NA,NA,45.3,2.9,NA,NA,conventional_drying,70,NA,elemental_analyzer_Multi_N/C_2100_Analytik,discs_ground,temperate,NA,Asia,China,45.33333¡N - 40.9¡N,127.5¡E - 123.883¡E,NA,NA,4.9,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE
754,53,2015,angiosperm,Betulaceae,Betula,Betula_platyphylla,Betulaceae,Betula,Betula_platyphylla,tree,bark,standing,alive,live,NA,NA,47.1,2.9,NA,NA,conventional_drying,70,NA,elemental_analyzer_Multi_N/C_2100_Analytik,ground,temperate,NA,Asia,China,45.33333¡N - 40.9¡N,127.5¡E - 123.883¡E,NA,NA,4.9,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE
755,53,2015,angiosperm,Betulaceae,Betula,Betula_platyphylla,Betulaceae,Betula,Betula_platyphylla,tree,branch,standing,alive,live,NA,NA,47.1,2.8,NA,NA,conventional_drying,70,NA,elemental_analyzer_Multi_N/C_2100_Analytik,ground,temperate,NA,Asia,China,45.33333¡N - 40.9¡N,127.5¡E - 123.883¡E,NA,NA,4.9,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE
756,53,2015,angiosperm,Betulaceae,Betula,Betula_platyphylla,Betulaceae,Betula,Betula_platyphylla,tree,fineroot,standing,alive,live,NA,NA,43.8,3.6,NA,NA,conventional_drying,70,NA,elemental_analyzer_Multi_N/C_2100_Analytik,ground,temperate,NA,Asia,China,45.33333¡N - 40.9¡N,127.5¡E - 123.883¡E,NA,NA,4.9,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE
757,53,2015,angiosperm,Betulaceae,Betula,Betula_platyphylla,Betulaceae,Betula,Betula_platyphylla,tree,coarseroot,standing,alive,live,NA,NA,44.9,2.8,NA,NA,conventional_drying,70,NA,elemental_analyzer_Multi_N/C_2100_Analytik,ground,temperate,NA,Asia,China,45.33333¡N - 40.9¡N,127.5¡E - 123.883¡E,NA,NA,4.9,765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,error in SE
